,Taxa
3648,1.2868
3649,1.2839
3650,1.2758
3651,1.2797
3652,1.2755
3653,1.2851
3654,1.2841
3655,1.2753
3656,1.2767
3657,1.2770
3658,1.2882
3659,1.2817
3660,1.2826
3661,1.2914
3662,1.2716
3663,1.2779
3664,1.2697
3665,1.2756
3666,1.2688
3667,1.2592
3668,1.2622
3669,1.2643
3671,1.2537
3672,1.2414
3673,1.2425
3674,1.2425
3675,1.2365
3676,1.2315
3677,1.2346
3678,1.2346
3679,1.2252
3682,1.2094
3683,1.2125
3684,1.2105
3685,1.2099
3686,1.2179
3687,1.2312
3688,1.2262
3689,1.2217
3690,1.2063
3691,1.2104
3692,1.2096
3693,1.2012
3694,1.2084
3695,1.2025
3696,1.1969
3697,1.2055
3698,1.2069
3699,1.2144
3700,1.2174
3701,1.2185
3702,1.2069
3703,1.2026
3704,1.1948
3705,1.1922
3706,1.1919
3707,1.1920
3708,1.1914
3709,1.1913
3710,1.2017
3711,1.2020
3712,1.1921
3713,1.1954
3714,1.1875
3715,1.1852
3716,1.1896
3717,1.1957
3718,1.1875
3719,1.1906
3720,1.1932
3721,1.1863
3722,1.1858
3723,1.1904
3724,1.1898
3725,1.1888
3726,1.1970
3727,1.1972
3728,1.1948
3729,1.1973
3730,1.1981
3731,1.2061
3732,1.2066
3733,1.2092
3734,1.2118
3735,1.2082
3736,1.2172
3737,1.2254
3738,1.2294
3739,1.2272
3740,1.2277
3741,1.2068
3742,1.2073
3743,1.2125
3744,1.2075
3745,1.2112
3746,1.2039
3747,1.2113
3748,1.2088
3749,1.2064
3750,1.2078
3751,1.2093
3752,1.2088
3753,1.2083
3754,1.1875
3755,1.1826
3756,1.1797
3757,1.1825
3758,1.1916
3759,1.1852
3761,1.1859
3762,1.1822
3763,1.1872
3764,1.1955
3765,1.1977
3766,1.1983
3767,1.1999
3768,1.2020
3769,1.1925
3770,1.1925
3771,1.1785
3772,1.1764
3773,1.1710
3774,1.1783
3775,1.1767
3776,1.1697
3777,1.1745
3778,1.1769
3779,1.1793
3780,1.1726
3781,1.1763
3782,1.1783
3783,1.1776
3784,1.1701
3785,1.1811
3786,1.1679
3787,1.1692
3788,1.1677
3789,1.1667
3790,1.1713
3791,1.1697
3792,1.1762
3793,1.1738
3794,1.1741
3795,1.1824
3796,1.1933
3797,1.2041
3798,1.1992
3799,1.2008
3800,1.2023
3801,1.2138
3802,1.2130
3803,1.2059
3804,1.2017
3805,1.1944
3806,1.2012
3807,1.1953
3808,1.1950
3809,1.1937
3810,1.2022
3811,1.1999
3812,1.1980
3813,1.2008
3814,1.2022
3815,1.2088
3816,1.2144
3817,1.2061
3818,1.1947
3819,1.1938
3820,1.1933
3821,1.2042
3822,1.2063
3823,1.2037
3824,1.2005
3825,1.2031
3826,1.2118
3827,1.2224
3828,1.2225
3829,1.2154
3830,1.2139
3831,1.2243
3832,1.2223
3833,1.2314
3834,1.2276
3835,1.2313
3836,1.2415
3837,1.2418
3838,1.2451
3839,1.2483
3840,1.2538
3841,1.2541
3842,1.2388
3843,1.2198
3844,1.2181
3845,1.2289
3846,1.2307
3847,1.2272
3848,1.2211
3849,1.2233
3850,1.2231
3851,1.2183
3852,1.2213
3853,1.2296
3854,1.2313
3855,1.2374
3856,1.2457
3857,1.2405
3858,1.2377
3859,1.2367
3860,1.2370
3861,1.2386
3862,1.2319
3863,1.2308
3864,1.2217
3865,1.2219
3866,1.2093
3867,1.2100
3868,1.1990
3869,1.1987
3870,1.2065
3871,1.2143
3872,1.2187
3873,1.2063
3874,1.1965
3875,1.2054
3876,1.2073
3877,1.2067
3878,1.2184
3879,1.2166
3880,1.2006
3881,1.1904
3882,1.1957
3883,1.1913
3884,1.1883
3885,1.1894
3886,1.2087
3887,1.2092
3888,1.2054
3889,1.2095
3890,1.2164
3891,1.2082
3892,1.2066
3893,1.2111
3894,1.2092
3895,1.2210
3896,1.2177
3897,1.2115
3898,1.2069
3899,1.2110
3900,1.2062
3901,1.2229
3902,1.2239
3903,1.2324
3904,1.2285
3905,1.2272
3906,1.2289
3907,1.2263
3908,1.2228
3909,1.2331
3910,1.2472
3911,1.2551
3912,1.2523
3913,1.2564
3914,1.2617
3915,1.2548
3916,1.2607
3917,1.2642
3918,1.2621
3919,1.2636
3920,1.2616
3921,1.2635
3922,1.2771
3923,1.2882
3924,1.2854
3925,1.2824
3926,1.2947
3927,1.2954
3928,1.2953
3929,1.2856
3930,1.2863
3931,1.2957
3932,1.2905
3933,1.2920
3934,1.2981
3935,1.2966
3936,1.3077
3937,1.3058
3938,1.3049
3939,1.2996
3940,1.2967
3941,1.2868
3942,1.2820
3943,1.2922
3944,1.2985
3945,1.2971
3946,1.2819
3947,1.2923
3948,1.2860
3949,1.2810
3950,1.2883
3951,1.2959
3952,1.2964
3953,1.2943
3954,1.2926
3957,1.2982
3958,1.3050
3959,1.3175
3960,1.3199
3961,1.3279
3962,1.3378
3963,1.3373
3964,1.3383
3965,1.3372
3966,1.3416
3967,1.3409
3968,1.3346
3969,1.3246
3970,1.3197
3971,1.3115
3972,1.3144
3973,1.3101
3974,1.3216
3975,1.3257
3976,1.3165
3977,1.3260
3978,1.3203
3979,1.3193
3980,1.3055
3981,1.3039
3982,1.3041
3983,1.3040
3984,1.3016
3985,1.2967
3986,1.2855
3987,1.2777
3988,1.2762
3989,1.2764
3990,1.2844
3991,1.2958
3992,1.3001
3993,1.3061
3994,1.3027
3995,1.3035
3996,1.3035
3997,1.3026
3998,1.3005
3999,1.3025
4000,1.3065
4001,1.2963
4002,1.2936
4003,1.3083
4004,1.3060
4005,1.3085
4006,1.3091
4007,1.3232
4008,1.3139
4009,1.3143
4010,1.3103
4011,1.3200
4012,1.3183
4013,1.3224
4014,1.3365
4015,1.3507
4016,1.3621
4017,1.3604
4018,1.3608
4019,1.3633
4020,1.3527
4021,1.3542
4022,1.3456
4023,1.3384
4024,1.3394
4025,1.3378
4026,1.3264
4027,1.3401
4028,1.3383
4029,1.3317
4030,1.3268
4031,1.3191
4032,1.3305
4033,1.3300
4034,1.3456
4035,1.3435
4036,1.3300
4037,1.3314
4038,1.3294
4039,1.3295
4040,1.3247
4041,1.3238
4042,1.3213
4043,1.3146
4044,1.3089
4045,1.3033
4046,1.3020
4047,1.3024
4048,1.3026
4049,1.2971
4050,1.2955
4051,1.2921
4052,1.2890
4053,1.2977
4054,1.2911
4055,1.2917
4056,1.2856
4057,1.2874
4058,1.2754
4059,1.2705
4060,1.2748
4061,1.2737
4062,1.2711
4063,1.2792
4064,1.2784
4065,1.2792
4066,1.2606
4067,1.2606
4068,1.2590
4069,1.2509
4070,1.2474
4071,1.2414
4072,1.2377
4073,1.2267
4074,1.2312
4075,1.2392
4076,1.2315
4077,1.2301
4078,1.2282
4079,1.2304
4080,1.2305
4081,1.2413
4082,1.2409
4083,1.2323
4084,1.2335
4085,1.2254
4086,1.2309
4087,1.2315
4088,1.2245
4089,1.2276
4090,1.2132
4091,1.2211
4092,1.2158
4093,1.2238
4094,1.2237
4095,1.2236
4096,1.2219
4097,1.2191
4098,1.2039
4099,1.2079
4100,1.2071
4101,1.2175
4102,1.2172
4103,1.2168
4104,1.2111
4105,1.2047
4106,1.2085
4107,1.2100
4108,1.2081
4109,1.2139
4110,1.2250
4111,1.2293
4112,1.2359
4113,1.2331
4114,1.2338
4115,1.2337
4116,1.2219
4117,1.2256
4118,1.2233
4119,1.2279
4120,1.2247
4121,1.2064
4122,1.2042
4123,1.1983
4124,1.2022
4125,1.2055
4126,1.2039
4127,1.2026
4128,1.2034
4129,1.2168
4130,1.2163
4131,1.2191
4132,1.2268
4133,1.2296
4134,1.2385
4135,1.2412
4136,1.2353
4137,1.2374
4138,1.2381
4139,1.2372
4140,1.2397
4141,1.2372
4142,1.2348
4143,1.2357
4144,1.2309
4145,1.2288
4146,1.2148
4147,1.2168
4148,1.2155
4149,1.2169
4150,1.2208
4151,1.2138
4152,1.2122
4153,1.2087
4154,1.2091
4155,1.2112
4156,1.2042
4157,1.2045
4158,1.2058
4159,1.2051
4160,1.2001
4161,1.2006
4162,1.2052
4163,1.2157
4164,1.2294
4165,1.2319
4166,1.2203
4167,1.2226
4168,1.2276
4169,1.2231
4170,1.2198
4171,1.2246
4172,1.2165
4173,1.2106
4174,1.2063
4175,1.1968
4176,1.2031
4177,1.1922
4178,1.1989
4179,1.1983
4180,1.2023
4181,1.1802
4182,1.1823
4183,1.1857
4184,1.1804
4185,1.1843
4186,1.2073
4187,1.2116
4188,1.2126
4189,1.2061
4190,1.1953
4191,1.1947
4192,1.1826
4193,1.1907
4194,1.1887
4195,1.1851
4196,1.1885
4197,1.1873
4198,1.1836
4199,1.1926
4200,1.2044
4201,1.1932
4202,1.1912
4203,1.1924
4204,1.1975
4207,1.2096
4208,1.2101
4209,1.2090
4210,1.2058
4211,1.2318
4212,1.2320
4213,1.2224
4214,1.2187
4215,1.2118
4216,1.2173
4217,1.2132
4218,1.2196
4219,1.2276
4220,1.2353
4221,1.2344
4222,1.2261
4223,1.2251
4224,1.2350
4225,1.2278
4226,1.2235
4227,1.2256
4228,1.2299
4229,1.2361
4230,1.2356
4231,1.2192
4232,1.2147
4233,1.2143
4234,1.2402
4235,1.2484
4236,1.2418
4237,1.2444
4238,1.2629
4239,1.2595
4240,1.2576
4241,1.2663
4242,1.2724
4243,1.2824
4244,1.2858
4245,1.2741
4246,1.2816
4247,1.2802
4248,1.2680
4249,1.2764
4250,1.2713
4251,1.2529
4252,1.2583
4253,1.2524
4254,1.2585
4255,1.2461
4256,1.2384
4257,1.2468
4258,1.2563
4259,1.2517
4260,1.2575
4261,1.2692
4262,1.2710
4263,1.2607
4264,1.2536
4265,1.2373
4266,1.2493
4267,1.2635
4268,1.2692
4269,1.2749
4270,1.2828
4271,1.2737
4272,1.2634
4273,1.2679
4274,1.2756
4275,1.2657
4276,1.2592
4278,1.2630
4279,1.2496
4280,1.2499
4283,1.2407
4284,1.2392
4285,1.2434
4286,1.2418
4287,1.2403
4288,1.2337
4289,1.2339
4290,1.2230
4291,1.2254
4292,1.2187
4293,1.2239
4294,1.2258
4295,1.2218
4296,1.2087
4297,1.2074
4298,1.2102
4299,1.1975
4300,1.2019
4301,1.1994
4302,1.1902
4303,1.1828
4304,1.1766
4305,1.1823
4306,1.1899
4307,1.1909
4308,1.1910
4309,1.1778
4310,1.1802
4311,1.1765
4312,1.1680
4313,1.1600
4314,1.1497
4315,1.1483
4316,1.1424
4317,1.1449
4318,1.1473
4319,1.1468
4320,1.1589
4321,1.1622
4322,1.1736
4323,1.1684
4324,1.1673
4325,1.1748
4326,1.1781
4327,1.1786
4328,1.1694
4329,1.1623
4330,1.1629
4331,1.1579
4332,1.1615
4333,1.1669
4334,1.1634
4335,1.1688
4336,1.1788
4337,1.1788
4338,1.1781
4339,1.1768
4340,1.1579
4341,1.1686
4342,1.1692
4343,1.1671
4344,1.1652
4345,1.1413
4346,1.1487
4347,1.1493
4348,1.1466
4349,1.1464
4350,1.1468
4351,1.1312
4352,1.1290
4353,1.1212
4354,1.1235
4355,1.1281
4356,1.1172
4357,1.1217
4358,1.1172
4359,1.1135
4360,1.1071
4361,1.0923
4362,1.0818
4363,1.0783
4364,1.0849
4365,1.0965
4366,1.0927
4367,1.0828
4368,1.0907
4369,1.0816
4370,1.0888
4371,1.0894
4372,1.1009
4373,1.1109
4374,1.1065
4375,1.1188
4376,1.1247
4377,1.1270
4378,1.1277
4379,1.1312
4380,1.1295
4381,1.1326
4382,1.1353
4383,1.1392
4384,1.1333
4385,1.1307
4386,1.1169
4387,1.1318
4388,1.1420
4389,1.1462
4390,1.1489
4391,1.1477
4392,1.1467
4393,1.1401
4394,1.1343
4395,1.1284
4396,1.1205
4397,1.1231
4398,1.1138
4399,1.1319
4400,1.1299
4401,1.1315
4402,1.1342
4403,1.1355
4404,1.1326
4405,1.1360
4406,1.1466
4407,1.1457
4408,1.1535
4409,1.1543
4410,1.1427
4411,1.1413
4412,1.1432
4413,1.1551
4414,1.1565
4415,1.1539
4416,1.1655
4417,1.1655
4418,1.1699
4419,1.1797
4420,1.1854
4421,1.1751
4422,1.1734
4423,1.1748
4424,1.1699
4425,1.1726
4426,1.1813
4427,1.1775
4428,1.1691
4429,1.1723
4430,1.1672
4431,1.1822
4432,1.1756
4433,1.1738
4434,1.1901
4435,1.1813
4436,1.1790
4437,1.1720
4438,1.1689
4439,1.1644
4440,1.1652
4441,1.1492
4442,1.1458
4443,1.1499
4444,1.1518
4445,1.1597
4446,1.1466
4447,1.1435
4448,1.1427
4449,1.1344
4450,1.1218
4451,1.1239
4453,1.1131
4454,1.0956
4455,1.1025
4456,1.0973
4457,1.1008
4458,1.0944
4459,1.0971
4462,1.0920
4463,1.0836
4464,1.0784
4465,1.0737
4466,1.0735
4467,1.0805
4468,1.0742
4469,1.0660
4470,1.0582
4471,1.0720
4472,1.0702
4473,1.0830
4474,1.0891
4475,1.0895
4476,1.0730
4477,1.0723
4478,1.0667
4479,1.0691
4480,1.0634
4481,1.0572
4482,1.0592
4483,1.0570
4484,1.0586
4485,1.0801
4486,1.0775
4487,1.0864
4488,1.1028
4489,1.1080
4490,1.1042
4491,1.1039
4492,1.0963
4493,1.0966
4494,1.0919
4495,1.0800
4496,1.0782
4497,1.0822
4498,1.0753
4499,1.0774
4500,1.0721
4501,1.0838
4502,1.0763
4503,1.0717
4504,1.0714
4505,1.0716
4506,1.0793
4507,1.0758
4508,1.0731
4509,1.0706
4510,1.0808
4511,1.0789
4512,1.0813
4513,1.0910
4514,1.0822
4515,1.0729
4516,1.0816
4517,1.0748
4518,1.0868
4519,1.0808
4520,1.0870
4521,1.0784
4522,1.0757
4523,1.0718
4524,1.0653
4525,1.0653
4526,1.0652
4527,1.0564
4528,1.0526
4529,1.0577
4530,1.0549
4531,1.0503
4532,1.0507
4533,1.0377
4534,1.0425
4535,1.0488
4536,1.0392
4537,1.0446
4539,1.0487
4540,1.0422
4541,1.0376
4544,1.0296
4545,1.0282
4546,1.0255
4547,1.0273
4548,1.0240
4549,1.0307
4550,1.0212
4551,1.0221
4552,1.0156
4553,1.0067
4554,1.0111
4555,1.0093
4556,1.0006
4557,0.9991
4558,1.0018
4559,0.9967
4560,0.9871
4561,0.9927
4562,0.9934
4563,0.9927
4564,0.9910
4565,0.9905
4566,1.0024
4567,1.0034
4568,1.0019
4569,1.0125
4570,1.0065
4571,1.0029
4572,1.0095
4573,1.0068
4574,1.0081
4575,1.0126
4576,1.0107
4577,1.0013
4578,0.9955
4579,1.0024
4580,0.9944
4581,0.9974
4582,0.9864
4583,0.9825
4584,0.9820
4585,0.9745
4586,0.9763
4587,0.9738
4588,0.9775
4589,0.9768
4590,0.9748
4591,0.9735
4592,0.9763
4593,0.9823
4594,0.9810
4595,0.9873
4596,0.9857
4597,0.9875
4598,0.9814
4599,0.9800
4600,0.9808
4601,0.9865
4602,0.9890
4603,0.9835
4604,0.9861
4605,0.9860
4606,0.9779
4607,0.9796
4608,0.9771
4609,0.9828
4610,0.9831
4611,0.9790
4612,0.9814
4613,0.9725
4614,0.9649
4615,0.9683
4616,0.9810
4617,0.9757
4618,0.9749
4619,0.9760
4620,0.9794
4621,0.9918
4622,0.9975
4623,0.9947
4624,0.9910
4625,0.9821
4626,0.9833
4627,0.9843
4628,0.9826
4629,0.9774
4630,0.9701
4631,0.9697
4632,0.9770
4633,0.9762
4634,0.9792
4635,0.9799
4636,0.9825
4637,0.9777
4638,0.9857
4639,0.9799
4640,0.9780
4641,0.9729
4642,0.9687
4643,0.9698
4644,0.9689
4645,0.9836
4646,0.9873
4647,0.9760
4648,0.9783
4649,0.9835
4650,0.9821
4651,1.0008
4652,1.0014
4653,0.9915
4654,0.9910
4655,1.0086
4656,1.0146
4657,1.0058
4658,1.0064
4659,1.0127
4660,1.0024
4661,0.9873
4662,0.9836
4663,0.9898
4664,0.9930
4665,0.9828
4666,0.9725
4667,0.9790
4668,0.9780
4669,0.9838
4670,0.9913
4671,0.9975
4672,0.9824
4673,0.9917
4674,0.9712
4675,0.9781
4676,0.9636
4677,0.9592
4678,0.9561
4679,0.9484
4680,0.9426
4681,0.9478
4682,0.9417
4683,0.9452
4684,0.9417
4685,0.9459
4686,0.9452
4687,0.9386
4688,0.9371
4689,0.9435
4690,0.9313
4691,0.9387
4692,0.9375
4693,0.9320
4694,0.9255
4695,0.9190
4696,0.9188
4697,0.9213
4698,0.9260
4699,0.9213
4700,0.9202
4701,0.9152
4702,0.9124
4703,0.9030
4704,0.9062
4705,0.9118
4706,0.9118
4707,0.9061
4708,0.9088
4709,0.9125
4710,0.9144
4711,0.9083
4712,0.9032
4714,0.9008
4715,0.9038
4716,0.8971
4717,0.8969
4718,0.8892
4719,0.8872
4720,0.8882
4721,0.8886
4722,0.8895
4723,0.8880
4724,0.8803
4725,0.8802
4726,0.8803
4727,0.8794
4728,0.8798
4729,0.8763
4730,0.8778
4731,0.8786
4732,0.8818
4733,0.8803
4734,0.8786
4737,0.8724
4738,0.8746
4739,0.8737
4740,0.8759
4741,0.8795
4742,0.8817
4743,0.8814
4744,0.8829
4745,0.8792
4746,0.8853
4747,0.8803
4748,0.8734
4749,0.8733
4750,0.8741
4751,0.8797
4752,0.8764
4753,0.8712
4754,0.8682
4755,0.8649
4756,0.8679
4757,0.8651
4758,0.8649
4759,0.8682
4760,0.8724
4761,0.8747
4762,0.8701
4763,0.8743
4764,0.8692
4765,0.8715
4766,0.8705
4767,0.8693
4768,0.8731
4769,0.8753
4770,0.8794
4771,0.8740
4772,0.8664
4773,0.8664
4774,0.8683
4775,0.8644
4776,0.8632
4777,0.8637
4778,0.8642
4779,0.8624
4780,0.8578
4781,0.8663
4782,0.8767
4783,0.8856
4784,0.8830
4785,0.8840
4786,0.8810
4787,0.8819
4788,0.8817
4789,0.8922
4790,0.8927
4791,0.8919
4792,0.8909
4793,0.8921
4794,0.8909
4795,0.8905
4796,0.8954
4797,0.9036
4798,0.9038
4801,0.8813
4802,0.8823
4805,0.8798
4806,0.8943
4807,0.8973
4808,0.8983
4809,0.9012
4810,0.9049
4811,0.9016
4812,0.8975
4813,0.8938
4814,0.8908
4815,0.8850
4816,0.8911
4817,0.8889
4818,0.8919
4819,0.8902
4820,0.8925
4821,0.8898
4822,0.8887
4823,0.8831
4824,0.8788
4825,0.8818
4826,0.8795
4827,0.8778
4828,0.8791
4829,0.8824
4830,0.8793
4831,0.8845
4832,0.8825
4833,0.8803
4834,0.8842
4835,0.8919
4836,0.8930
4837,0.8972
4838,0.9014
4839,0.8961
4840,0.8961
4841,0.9056
4842,0.9097
4843,0.9042
4844,0.9064
4845,0.9005
4846,0.8911
4847,0.8889
4848,0.8917
4849,0.8887
4850,0.8969
4851,0.9009
4852,0.9026
4853,0.9022
4854,0.9052
4855,0.9097
4856,0.9040
4857,0.9062
4858,0.9136
4859,0.9193
4860,0.9214
4861,0.9174
4862,0.9117
4863,0.9209
4864,0.9189
4865,0.9125
4866,0.9131
4867,0.9205
4868,0.9219
4869,0.9176
4870,0.9164
4871,0.9200
4872,0.9259
4873,0.9258
4874,0.9256
4875,0.9269
4876,0.9219
4877,0.9060
4878,0.9052
4879,0.8964
4880,0.9047
4881,0.8952
4882,0.8855
4883,0.8891
4884,0.8970
4885,0.9072
4886,0.9158
4887,0.9095
4888,0.9122
4889,0.9042
4890,0.9090
4891,0.9108
4892,0.9112
4893,0.9216
4894,0.9128
4895,0.9149
4896,0.9138
4897,0.9144
4898,0.9114
4899,0.8968
4900,0.8991
4901,0.8936
4902,0.8853
4903,0.8763
4904,0.8768
4905,0.8805
4906,0.8806
4907,0.8788
4908,0.8817
4909,0.8755
4910,0.8751
4911,0.8768
4912,0.8764
4913,0.8793
4914,0.8708
4915,0.8676
4916,0.8776
4917,0.8723
4918,0.8630
4919,0.8516
4920,0.8583
4921,0.8539
4922,0.8538
4923,0.8611
4924,0.8545
4925,0.8459
4926,0.8384
4927,0.8422
4928,0.8453
4929,0.8497
4930,0.8455
4931,0.8480
4932,0.8511
4933,0.8622
4934,0.8611
4935,0.8607
4936,0.8528
4937,0.8552
4938,0.8513
4939,0.8563
4940,0.8581
4941,0.8662
4942,0.8492
4943,0.8542
4944,0.8474
4945,0.8494
4946,0.8468
4947,0.8466
4948,0.8543
4949,0.8465
4950,0.8513
4951,0.8478
4952,0.8480
4953,0.8558
4954,0.8552
4955,0.8584
4956,0.8591
4957,0.8604
4958,0.8585
4959,0.8685
4960,0.8754
4961,0.8777
4962,0.8815
4963,0.8834
4964,0.8768
4965,0.8745
4966,0.8773
4967,0.8850
4968,0.8827
4969,0.8866
4970,0.8919
4971,0.8939
4972,0.8903
4973,0.8907
4975,0.8876
4976,0.9023
4977,0.9013
4978,0.8947
4979,0.8973
4980,0.9002
4981,0.8989
4982,0.8827
4983,0.8778
4984,0.8791
4987,0.8849
4988,0.8840
4989,0.8945
4990,0.9018
4991,0.8940
4992,0.9020
4993,0.9032
4994,0.8845
4995,0.8772
4996,0.8832
4997,0.8840
4998,0.8860
4999,0.8952
5000,0.8935
5001,0.8922
5002,0.8889
5003,0.8990
5004,0.9020
5005,0.8996
5006,0.8947
5007,0.9064
5008,0.9182
5009,0.9202
5010,0.9272
5011,0.9357
5012,0.9312
5013,0.9307
5014,0.9279
5015,0.9305
5016,0.9363
5017,0.9269
5018,0.9248
5019,0.9163
5020,0.9105
5021,0.9064
5022,0.9056
5023,0.9146
5024,0.9070
5025,0.9213
5026,0.9113
5027,0.9090
5028,0.9178
5029,0.9275
5030,0.9288
5031,0.9227
5032,0.9220
5033,0.9325
5034,0.9322
5035,0.9425
5036,0.9407
5037,0.9406
5038,0.9293
5039,0.9197
5040,0.9193
5041,0.9228
5042,0.9146
5043,0.9294
5044,0.9407
5045,0.9290
5046,0.9400
5047,0.9404
5048,0.9396
5049,0.9412
5050,0.9428
5051,0.9545
5052,0.9523
5053,0.9412
5054,0.9401
5055,0.9497
5056,0.9545
5057,0.9458
5058,0.9530
5059,0.9423
5061,0.9305
5062,0.9285
5063,0.9310
5066,0.9240
5067,0.9146
5068,0.9059
5069,0.8903
5070,0.8966
5071,0.8984
5072,0.8839
5073,0.8748
5074,0.8782
5075,0.8804
5076,0.8895
5077,0.8943
5078,0.8828
5079,0.8810
5080,0.8908
5081,0.8735
5082,0.8684
5083,0.8650
5084,0.8561
5085,0.8406
5086,0.8436
5087,0.8427
5088,0.8429
5089,0.8474
5090,0.8488
5091,0.8535
5092,0.8569
5093,0.8596
5094,0.8583
5095,0.8620
5096,0.8673
5097,0.8531
5098,0.8559
5099,0.8587
5100,0.8667
5101,0.8730
5102,0.8646
5103,0.8554
5104,0.8417
5105,0.8482
5106,0.8324
5107,0.8252
5108,0.8307
5109,0.8386
5110,0.8377
5111,0.8452
5112,0.8411
5113,0.8525
5114,0.8496
5115,0.8511
5116,0.8627
5117,0.8648
5118,0.8720
5119,0.8721
5120,0.8695
5121,0.8703
5122,0.8786
5123,0.8730
5124,0.8763
5125,0.8802
5126,0.8765
5127,0.8832
5128,0.8861
5129,0.8757
5130,0.8770
5131,0.8890
5132,0.8524
5133,0.8476
5134,0.8541
5135,0.8526
5136,0.8615
5137,0.8693
5138,0.8654
5139,0.8614
5140,0.8609
5141,0.8735
5142,0.8676
5143,0.8818
5144,0.8886
5145,0.9000
5146,0.8902
5147,0.8906
5148,0.8909
5149,0.8965
5150,0.9007
5151,0.9021
5152,0.9012
5153,0.8918
5154,0.8972
5155,0.9023
5156,0.9127
5157,0.9140
5158,0.9072
5159,0.9118
5160,0.9011
5161,0.9132
5162,0.9031
5163,0.8973
5164,0.9047
5165,0.9084
5166,0.9031
5167,0.9028
5168,0.9142
5169,0.9264
5170,0.9243
5171,0.9276
5172,0.9389
5173,0.9390
5174,0.9410
5175,0.9332
5176,0.9363
5177,0.9220
5178,0.9216
5179,0.9353
5180,0.9352
5181,0.9344
5182,0.9349
5183,0.9499
5184,0.9527
5185,0.9523
5186,0.9483
5187,0.9542
5188,0.9537
5189,0.9487
5190,0.9493
5191,0.9556
5192,0.9504
5193,0.9415
5194,0.9401
5195,0.9327
5196,0.9413
5197,0.9405
5198,0.9470
5199,0.9538
5200,0.9640
5201,0.9565
5202,0.9524
5203,0.9636
5204,0.9583
5205,0.9527
5206,0.9490
5207,0.9668
5208,0.9554
5209,0.9485
5210,0.9433
5211,0.9355
5212,0.9330
5213,0.9303
5214,0.9359
5215,0.9262
5216,0.9143
5217,0.8981
5218,0.9098
5219,0.9111
5220,0.9000
5221,0.8875
5222,0.8942
5223,0.8922
5224,0.9065
5225,0.9147
5226,0.9029
5227,0.9079
5228,0.9107
5229,0.8978
5230,0.8952
5231,0.8984
5232,0.8947
5233,0.8913
5234,0.9116
5236,0.9085
5237,0.9163
5238,0.9193
5239,0.9302
5242,0.9376
5243,0.9461
5244,0.9497
5245,0.9573
5246,0.9540
5247,0.9537
5248,0.9576
5249,0.9594
5250,0.9590
5251,0.9564
5252,0.9625
5253,0.9673
5254,0.9538
5255,0.9564
5256,0.9553
5257,0.9555
5258,0.9568
5259,0.9647
5260,0.9712
5261,0.9715
5262,0.9656
5263,0.9603
5264,0.9701
5265,0.9715
5266,0.9672
5267,0.9663
5268,0.9647
5269,0.9620
5270,0.9716
5271,0.9613
5272,0.9616
5273,0.9543
5274,0.9593
5275,0.9640
5276,0.9659
5277,0.9725
5278,0.9667
5279,0.9714
5280,0.9639
5281,0.9813
5282,0.9898
5283,1.0068
5284,1.0022
5285,0.9857
5286,0.9857
5287,0.9919
5288,0.9804
5289,0.9778
5290,0.9867
5291,0.9801
5292,0.9868
5293,0.9934
5294,0.9903
5295,0.9767
5296,0.9835
5297,0.9748
5298,0.9717
5299,0.9710
5300,0.9791
5301,0.9848
5302,0.9976
5303,1.0019
5304,1.0008
5305,1.0027
5306,1.0097
5307,1.0089
5308,1.0105
5309,1.0093
5310,1.0094
5311,1.0225
5312,1.0276
5313,1.0308
5314,1.0256
5315,1.0229
5316,1.0284
5317,1.0388
5318,1.0368
5319,1.0305
5320,1.0090
5322,1.0046
5323,1.0072
5324,1.0089
5325,1.0134
5326,1.0142
5327,1.0089
5328,1.0074
5329,1.0084
5330,1.0096
5331,1.0128
5332,1.0146
5333,1.0021
5334,1.0038
5335,1.0128
5336,1.0141
5337,1.0175
5338,1.0236
5339,1.0239
5340,1.0182
5341,1.0015
5342,1.0057
5343,1.0091
5344,1.0097
5345,1.0077
5346,1.0101
5347,1.0194
5348,1.0215
5349,1.0315
5350,1.0311
5351,1.0279
5352,1.0380
5353,1.0408
5354,1.0336
5355,1.0301
5356,1.0308
5357,1.0406
5358,1.0402
5359,1.0424
5360,1.0405
5361,1.0408
5362,1.0504
5363,1.0491
5364,1.0507
5365,1.0572
5366,1.0453
5367,1.0534
5368,1.0552
5369,1.0633
5370,1.0683
5371,1.0758
5372,1.0797
5373,1.0777
5374,1.0818
5375,1.0868
5376,1.0869
5377,1.0758
5378,1.0778
5379,1.0668
5380,1.0631
5381,1.0657
5382,1.0729
5383,1.0737
5384,1.0686
5385,1.0719
5386,1.0728
5387,1.0665
5388,1.0563
5389,1.0483
5390,1.0414
5391,1.0476
5392,1.0430
5393,1.0509
5394,1.0388
5395,1.0406
5396,1.0397
5397,1.0372
5398,1.0369
5399,1.0362
5400,1.0342
5401,1.0520
5402,1.0592
5403,1.0613
5404,1.0565
5405,1.0594
5406,1.0682
5407,1.0662
5408,1.0613
5409,1.0573
5410,1.0454
5411,1.0450
5412,1.0452
5413,1.0433
5414,1.0512
5415,1.0606
5416,1.0667
5417,1.0517
5418,1.0517
5419,1.0527
5420,1.0553
5421,1.0667
5422,1.0638
5423,1.0668
5424,1.0737
5425,1.0705
5426,1.0740
5427,1.0791
5428,1.0761
5429,1.0645
5430,1.0665
