,Taxa
1871,1.2768
1872,1.2861
1873,1.2935
1874,1.2948
1875,1.2910
1876,1.2945
1877,1.2944
1878,1.2929
1879,1.3086
1880,1.2937
1881,1.2981
1882,1.3053
1883,1.2994
1884,1.3090
1885,1.3010
1886,1.3035
1887,1.3034
1888,1.3007
1889,1.3000
1890,1.3129
1891,1.3097
1892,1.3077
1893,1.3304
1894,1.3186
1895,1.3186
1896,1.3370
1897,1.3349
1898,1.3352
1899,1.3325
1900,1.3327
1901,1.3480
1902,1.3438
1903,1.3391
1904,1.3374
1905,1.3546
1906,1.3517
1907,1.3537
1908,1.3552
1909,1.3644
1910,1.3550
1911,1.3541
1912,1.3433
1913,1.3444
1914,1.3469
1915,1.3349
1916,1.3330
1917,1.3317
1918,1.3323
1919,1.3324
1920,1.3368
1921,1.3277
1922,1.3327
1923,1.3341
1924,1.3274
1925,1.3113
1926,1.3056
1927,1.3086
1928,1.3039
1929,1.3012
1930,1.3102
1931,1.3262
1932,1.3194
1933,1.3183
1934,1.3266
1935,1.3218
1936,1.3209
1937,1.3246
1938,1.3302
1939,1.3178
1940,1.3160
1941,1.3081
1942,1.3077
1943,1.3040
1944,1.2993
1945,1.2930
1946,1.2905
1947,1.3072
1948,1.3065
1949,1.3092
1950,1.3057
1951,1.2986
1952,1.2994
1953,1.2891
1954,1.2961
1955,1.2964
1956,1.2909
1957,1.2893
1958,1.2805
1959,1.2809
1960,1.2762
1961,1.2745
1962,1.2756
1963,1.2726
1964,1.2696
1965,1.2735
1966,1.2694
1967,1.2736
1968,1.2746
1969,1.2800
1970,1.2777
1971,1.2850
1972,1.2975
1973,1.2993
1974,1.2962
1975,1.2898
1976,1.2908
1977,1.2993
1978,1.2942
1979,1.3005
1980,1.3063
1981,1.3035
1982,1.3118
1983,1.3120
1984,1.3046
1985,1.2971
1986,1.2970
1987,1.2918
1988,1.2889
1989,1.2953
1990,1.2958
1991,1.3002
1992,1.2951
1993,1.2904
1994,1.2930
1995,1.2877
1996,1.2930
1997,1.2874
1998,1.2845
1999,1.2932
2000,1.2916
2001,1.2988
2002,1.2954
2003,1.3002
2004,1.3054
2005,1.3086
2006,1.3095
2007,1.2910
2008,1.2896
2009,1.2787
2010,1.2776
2011,1.2706
2012,1.2638
2013,1.2578
2014,1.2579
2015,1.2568
2016,1.2611
2017,1.2544
2018,1.2545
2019,1.2548
2020,1.2530
2021,1.2507
2022,1.2552
2023,1.2448
2024,1.2428
2025,1.2300
2026,1.2337
2027,1.2279
2028,1.2276
2029,1.2352
2030,1.2339
2031,1.2262
2032,1.2301
2033,1.2336
2034,1.2436
2035,1.2379
2036,1.2245
2037,1.2346
2038,1.2298
2039,1.2284
2040,1.2246
2041,1.2317
2042,1.2260
2043,1.2134
2044,1.2089
2045,1.2105
2046,1.2200
2047,1.2287
2048,1.2234
2049,1.2281
2050,1.2177
2051,1.2185
2052,1.2178
2053,1.2260
2054,1.2285
2055,1.2293
2056,1.2377
2057,1.2426
2058,1.2560
2059,1.2575
2060,1.2593
2061,1.2590
2062,1.2418
2063,1.2478
2064,1.2475
2065,1.2488
2066,1.2539
2067,1.2670
2068,1.2704
2069,1.2619
2070,1.2618
2071,1.2596
2072,1.2551
2073,1.2534
2074,1.2492
2075,1.2544
2076,1.2468
2077,1.2595
2078,1.2485
2079,1.2429
2080,1.2437
2081,1.2322
2082,1.2403
2083,1.2438
2084,1.2523
2085,1.2566
2086,1.2546
2087,1.2557
2088,1.2659
2089,1.2768
2090,1.2750
2091,1.2721
2092,1.2682
2093,1.2738
2094,1.2843
2095,1.2863
2096,1.2944
2097,1.2961
2098,1.2950
2099,1.3025
2100,1.3033
2101,1.3132
2102,1.3123
2103,1.3131
2105,1.3214
2106,1.3229
2107,1.3215
2108,1.3206
2109,1.3161
2110,1.3131
2111,1.3192
2112,1.3086
2113,1.3093
2114,1.3132
2115,1.3024
2116,1.3148
2117,1.3153
2118,1.3131
2119,1.3114
2122,1.3068
2123,1.3142
2124,1.3315
2125,1.3319
2126,1.3356
2127,1.3272
2128,1.3337
2129,1.3333
2130,1.3276
2131,1.3242
2132,1.3167
2133,1.3225
2134,1.3198
2135,1.3150
2136,1.3116
2137,1.3057
2138,1.3062
2139,1.3057
2140,1.3119
2141,1.3191
2142,1.3242
2143,1.3120
2144,1.3153
2145,1.3220
2146,1.3217
2147,1.3312
2148,1.3443
2149,1.3454
2150,1.3388
2151,1.3412
2152,1.3300
2153,1.3230
2154,1.3222
2155,1.3266
2156,1.3159
2157,1.2982
2158,1.3092
2159,1.3169
2160,1.3254
2161,1.3189
2162,1.3288
2163,1.3274
2164,1.3113
2165,1.3042
2166,1.3160
2167,1.3094
2168,1.3175
2169,1.3176
2170,1.3110
2171,1.3145
2172,1.3145
2173,1.2942
2174,1.3003
2175,1.3017
2176,1.2902
2177,1.2911
2178,1.2831
2179,1.2790
2180,1.2669
2181,1.2771
2182,1.2736
2183,1.2718
2184,1.2808
2185,1.2728
2186,1.2776
2187,1.2832
2188,1.2948
2189,1.3014
2190,1.2935
2191,1.2939
2192,1.2889
2193,1.3074
2194,1.3069
2196,1.3057
2197,1.3047
2198,1.3054
2199,1.3074
2200,1.3039
2201,1.3064
2202,1.3019
2203,1.2993
2204,1.3181
2205,1.3251
2206,1.3384
2207,1.3410
2208,1.3377
2209,1.3394
2210,1.3442
2211,1.3511
2212,1.3492
2213,1.3418
2214,1.3336
2215,1.3348
2216,1.3229
2217,1.3373
2218,1.3387
2219,1.3535
2220,1.3458
2221,1.3576
2222,1.3480
2223,1.3484
2224,1.3532
2225,1.3659
2226,1.3650
2227,1.3616
2228,1.3633
2229,1.3788
2230,1.3742
2231,1.3773
2232,1.3773
2233,1.3809
2234,1.3627
2235,1.4001
2236,1.4160
2237,1.4038
2238,1.3927
2239,1.3918
2240,1.3856
2241,1.3798
2242,1.3807
2243,1.3828
2244,1.3676
2245,1.3776
2246,1.3807
2247,1.3727
2248,1.3766
2249,1.3607
2250,1.3593
2251,1.3434
2252,1.3269
2253,1.3337
2254,1.3181
2255,1.3327
2256,1.3503
2257,1.3615
2258,1.3631
2259,1.3579
2260,1.3500
2261,1.3430
2262,1.3448
2263,1.3636
2264,1.3710
2265,1.3641
2266,1.3760
2267,1.3795
2268,1.3729
2269,1.3645
2270,1.3656
2271,1.3817
2272,1.4044
2273,1.4036
2274,1.4099
2275,1.4126
2276,1.4255
2277,1.4285
2278,1.4450
2279,1.4402
2280,1.4487
2281,1.4402
2282,1.4424
2283,1.4433
2284,1.4462
2285,1.4413
2286,1.4385
2287,1.4369
2288,1.4477
2289,1.4360
2290,1.4309
2291,1.4250
2292,1.4143
2293,1.4367
2294,1.4267
2295,1.4225
2296,1.4155
2297,1.4229
2298,1.4300
2299,1.4170
2300,1.4415
2301,1.4260
2302,1.4260
2303,1.4446
2304,1.4471
2305,1.4380
2306,1.4391
2307,1.4222
2308,1.4207
2309,1.4160
2310,1.4045
2311,1.4146
2312,1.4202
2313,1.4073
2314,1.3975
2315,1.4056
2316,1.4242
2317,1.4247
2318,1.4318
2319,1.4461
2320,1.4500
2321,1.4488
2322,1.4453
2323,1.4425
2324,1.4261
2325,1.4205
2326,1.4220
2327,1.4212
2328,1.4397
2329,1.4373
2330,1.4235
2331,1.4270
2332,1.4088
2333,1.4292
2334,1.4448
2335,1.4354
2336,1.4486
2337,1.4614
2338,1.4608
2339,1.4652
2340,1.4596
2341,1.4488
2342,1.4460
2343,1.4408
2344,1.4385
2345,1.4272
2346,1.4265
2347,1.4168
2348,1.4069
2349,1.4089
2350,1.4020
2351,1.4237
2352,1.4265
2353,1.4227
2354,1.4171
2355,1.4143
2356,1.4280
2357,1.4153
2358,1.4357
2359,1.4358
2360,1.4397
2361,1.4501
2362,1.4814
2363,1.4882
2364,1.4780
2365,1.4837
2366,1.4860
2367,1.4794
2368,1.4668
2369,1.4617
2372,1.4584
2373,1.4515
2374,1.4302
2375,1.4275
2376,1.4450
2377,1.4401
2378,1.4493
2379,1.4470
2380,1.4434
2381,1.4401
2382,1.4283
2383,1.4300
2384,1.4166
2385,1.4240
2386,1.4141
2387,1.4207
2388,1.4090
2389,1.4066
2390,1.4032
2391,1.4115
2392,1.4128
2393,1.4136
2394,1.4211
2395,1.4194
2396,1.4130
2397,1.4004
2398,1.3951
2399,1.3884
2400,1.3948
2401,1.3773
2402,1.3817
2403,1.3928
2404,1.3898
2405,1.4028
2406,1.3957
2407,1.3850
2408,1.3809
2409,1.3825
2410,1.3834
2411,1.3762
2412,1.3773
2413,1.3731
2414,1.3667
2415,1.3668
2416,1.3627
2417,1.3560
2418,1.3510
2419,1.3510
2420,1.3440
2421,1.3524
2422,1.3604
2423,1.3647
2424,1.3635
2425,1.3553
2426,1.3631
2427,1.3745
2428,1.3803
2429,1.3755
2430,1.3692
2431,1.3710
2432,1.3716
2433,1.3681
2434,1.3596
2435,1.3571
2436,1.3521
2437,1.3472
2438,1.3506
2439,1.3371
2440,1.3311
2441,1.3349
2442,1.3199
2443,1.2973
2444,1.2948
2445,1.2903
2446,1.2961
2447,1.3091
2448,1.3213
2449,1.3421
2450,1.3348
2451,1.3362
2452,1.3280
2453,1.3136
2454,1.3195
2455,1.3136
2456,1.3099
2457,1.3064
2458,1.3112
2459,1.3155
2460,1.3147
2461,1.3260
2462,1.3238
2463,1.3360
2464,1.3435
2465,1.3267
2466,1.3244
2467,1.3214
2468,1.3200
2469,1.3363
2470,1.3280
2471,1.3246
2472,1.3155
2473,1.3115
2474,1.2998
2475,1.3146
2476,1.3225
2477,1.3321
2478,1.3339
2479,1.3496
2480,1.3647
2481,1.3674
2482,1.3647
2483,1.3481
2484,1.3612
2485,1.3626
2486,1.3711
2487,1.3700
2488,1.3770
2489,1.3945
2490,1.3917
2491,1.4084
2492,1.4244
2493,1.4014
2494,1.4018
2495,1.3926
2496,1.3857
2497,1.3857
2498,1.3803
2499,1.3912
2500,1.4031
2501,1.3934
2502,1.4016
2503,1.3861
2504,1.3859
2505,1.3896
2506,1.4089
2507,1.4101
2508,1.3958
2509,1.3833
2510,1.3936
2511,1.3874
2512,1.3970
2513,1.3856
2514,1.3780
2515,1.3705
2516,1.3726
2517,1.3648
2518,1.3611
2519,1.3460
2520,1.3477
2521,1.3412
2522,1.3323
2523,1.3364
2524,1.3120
2525,1.3074
2526,1.3060
2527,1.3078
2528,1.2989
2529,1.2850
2530,1.2801
2531,1.2725
2532,1.2715
2533,1.2697
2534,1.2744
2535,1.2874
2536,1.2834
2537,1.2818
2538,1.2800
2539,1.2680
2540,1.2700
2541,1.2713
2542,1.2693
2543,1.2613
2544,1.2611
2545,1.2704
2546,1.2711
2547,1.2836
2548,1.2880
2549,1.2860
2550,1.2820
2551,1.2799
2552,1.2790
2553,1.3016
2554,1.3133
2555,1.3253
2556,1.3176
2557,1.3184
2558,1.3206
2559,1.3221
2560,1.3073
2561,1.3028
2562,1.3069
2563,1.2992
2564,1.3033
2565,1.2931
2566,1.2897
2567,1.2850
2568,1.2817
2569,1.2844
2570,1.2957
2571,1.3000
2572,1.2828
2573,1.2703
2574,1.2569
2575,1.2572
2576,1.2637
2577,1.2660
2578,1.2567
2579,1.2579
2580,1.2531
2581,1.2548
2582,1.2328
2583,1.2271
2584,1.2198
2585,1.2339
2586,1.2294
2587,1.2262
2588,1.2271
2589,1.2258
2590,1.2391
2591,1.2372
2592,1.2363
2593,1.2277
2594,1.2258
2595,1.2249
2596,1.2127
2597,1.2045
2598,1.2010
2599,1.1942
2600,1.1959
2601,1.2060
2602,1.2268
2603,1.2218
2604,1.2155
2605,1.2307
2606,1.2384
2607,1.2255
2608,1.2309
2609,1.2223
2610,1.2360
2611,1.2497
2612,1.2334
2613,1.2270
2614,1.2428
2615,1.2349
2616,1.2492
2617,1.2587
2618,1.2686
2619,1.2698
2620,1.2969
2621,1.2746
2622,1.2727
2623,1.2924
2624,1.3089
2625,1.3238
2626,1.3315
2627,1.3256
2628,1.3245
2629,1.3290
2630,1.3321
2631,1.3311
2632,1.3339
2633,1.3373
2634,1.3486
2635,1.3432
2636,1.3535
2637,1.3544
2638,1.3615
2639,1.3583
2640,1.3585
2641,1.3384
2642,1.3296
2643,1.3340
2644,1.3396
2647,1.3468
2648,1.3479
2649,1.3482
2650,1.3471
2651,1.3353
2652,1.3356
2653,1.3338
2654,1.3519
2655,1.3471
2656,1.3548
2657,1.3660
2658,1.3756
2659,1.3723
2660,1.3705
2661,1.3765
2662,1.3657
2663,1.3610
2664,1.3557
2665,1.3662
2666,1.3582
2667,1.3668
2668,1.3641
2669,1.3548
2670,1.3525
2671,1.3570
2672,1.3489
2673,1.3547
2674,1.3577
2675,1.3626
2676,1.3519
2677,1.3567
2678,1.3726
2679,1.3649
2680,1.3607
2681,1.3572
2682,1.3718
2683,1.3740
2684,1.3760
2685,1.3675
2686,1.3691
2687,1.3847
2688,1.3984
2689,1.3937
2690,1.3913
2691,1.3966
2692,1.3999
2693,1.4072
2694,1.4085
2695,1.4151
2696,1.4135
2697,1.4064
2698,1.4132
2699,1.4279
2700,1.4369
2701,1.4374
2702,1.4486
2703,1.4563
2704,1.4481
2705,1.4528
2706,1.4273
2707,1.4304
2708,1.4350
2709,1.4442
2710,1.4389
2712,1.4406
2713,1.4338
2714,1.4433
2715,1.4405
2717,1.4398
2718,1.4276
2719,1.4279
2720,1.4368
2721,1.4337
2722,1.4343
2723,1.4560
2724,1.4541
2725,1.4647
2726,1.4757
2727,1.4730
2728,1.4768
2729,1.4774
2730,1.4787
2731,1.5068
2732,1.5120
2733,1.5090
2734,1.5074
2735,1.5023
2736,1.4918
2737,1.5071
2738,1.5083
2739,1.4969
2740,1.4968
2741,1.4815
2742,1.4863
2743,1.4957
2744,1.4875
2745,1.4965
2746,1.4868
2747,1.4922
2748,1.5037
2749,1.4966
2750,1.4984
2751,1.4862
2752,1.4867
2753,1.4761
2754,1.4658
2755,1.4772
2756,1.4800
2757,1.4788
2758,1.4785
2759,1.4874
2760,1.5019
2761,1.5020
2762,1.5000
2763,1.4921
2764,1.4971
2765,1.4918
2766,1.4869
2767,1.4864
2768,1.4881
2769,1.4864
2770,1.4765
2771,1.4750
2772,1.4763
2773,1.4694
2774,1.4722
2775,1.4616
2776,1.4537
2777,1.4539
2778,1.4643
2779,1.4549
2780,1.4650
2781,1.4670
2782,1.4768
2783,1.4783
2784,1.4780
2785,1.4658
2786,1.4705
2787,1.4712
2788,1.4671
2789,1.4611
2790,1.4561
2791,1.4594
2792,1.4545
2793,1.4522
2794,1.4473
2795,1.4330
2796,1.4262
2797,1.4335
2798,1.4220
2799,1.4314
2800,1.4272
2801,1.4364
2802,1.4268
2803,1.4270
2804,1.4324
2805,1.4323
2806,1.4330
2807,1.4243
2808,1.4112
2809,1.4101
2810,1.4072
2811,1.4294
2812,1.4293
2813,1.4170
2814,1.4166
2815,1.4202
2816,1.4357
2817,1.4370
2818,1.4410
2819,1.4384
2820,1.4303
2821,1.4138
2822,1.4053
2823,1.4104
2824,1.4229
2825,1.4269
2826,1.4227
2827,1.4229
2828,1.4191
2829,1.4223
2830,1.4217
2831,1.4090
2832,1.4130
2833,1.4089
2834,1.3991
2835,1.3975
2836,1.3901
2837,1.3990
2838,1.3901
2839,1.4019
2840,1.3897
2841,1.4009
2842,1.4049
2843,1.4096
2844,1.4134
2845,1.4058
2846,1.4096
2847,1.3940
2848,1.4029
2849,1.3978
2850,1.3858
2851,1.3932
2852,1.3920
2853,1.3840
2854,1.3890
2855,1.3850
2856,1.4004
2857,1.3969
2858,1.4102
2859,1.3959
2860,1.3866
2861,1.4177
2862,1.4095
2863,1.4207
2864,1.4238
2865,1.4220
2866,1.4098
2867,1.3856
2868,1.3901
2869,1.3908
2870,1.4010
2871,1.3972
2872,1.3771
2873,1.3690
2874,1.3612
2875,1.3494
2876,1.3518
2877,1.3563
2878,1.3623
2879,1.3683
2880,1.3574
2881,1.3425
2882,1.3363
2883,1.3322
2884,1.3403
2885,1.3223
2887,1.3275
2888,1.3266
2889,1.2992
2890,1.3125
2891,1.3232
2892,1.3050
2893,1.2947
2894,1.2932
2895,1.2966
2896,1.3058
2897,1.3196
2898,1.3173
2899,1.3276
2902,1.3273
2903,1.3231
2904,1.3255
2905,1.3496
2906,1.3425
2907,1.3392
2908,1.3246
2909,1.3308
2910,1.3193
2911,1.3295
2912,1.3607
2913,1.3494
2914,1.3507
2915,1.3558
2916,1.3549
2917,1.3671
2918,1.3130
2919,1.2942
2920,1.3042
2921,1.2905
2922,1.2782
2923,1.2786
2924,1.2783
2925,1.2565
2926,1.2658
2927,1.2555
2928,1.2555
2929,1.2615
2930,1.2596
2931,1.2644
2932,1.2782
2933,1.2795
2934,1.2763
2935,1.2798
2936,1.2591
2937,1.2705
2938,1.2596
2939,1.2634
2940,1.2765
2941,1.2823
2942,1.2833
2943,1.2938
2944,1.2967
2945,1.3008
2946,1.2796
2947,1.2829
2948,1.2818
2949,1.2849
2950,1.2760
2951,1.2816
2952,1.3111
2953,1.3260
2954,1.3174
2955,1.2990
2956,1.2795
2957,1.2984
2958,1.2910
2959,1.2930
2960,1.3182
2961,1.3270
2962,1.3085
2963,1.3173
2964,1.3262
2965,1.3394
2966,1.3684
2967,1.3617
2968,1.3595
2969,1.3332
2970,1.3582
2971,1.3866
2973,1.3917
2974,1.4098
2975,1.4270
2978,1.4005
2979,1.3978
2980,1.3970
2981,1.3940
2982,1.4616
2983,1.4059
2984,1.3690
2985,1.3510
2986,1.3340
2987,1.3215
2988,1.2925
2989,1.2838
2990,1.2854
2991,1.2665
2992,1.2620
2993,1.2623
2994,1.2697
2995,1.2608
2996,1.2727
2997,1.2900
2998,1.2935
2999,1.2811
3000,1.2773
3001,1.2602
3002,1.2542
3003,1.2634
3004,1.2653
3005,1.2660
3006,1.2675
3007,1.2525
3008,1.2530
3009,1.2747
3010,1.2891
3011,1.2756
3012,1.2770
3013,1.2870
3014,1.2820
3015,1.2822
3016,1.2757
3017,1.3035
3018,1.2770
3019,1.2526
3020,1.2460
3021,1.2596
3022,1.2810
3023,1.2843
3024,1.3184
3025,1.3424
3026,1.3404
3027,1.3507
3028,1.3625
3029,1.3752
3030,1.3639
3031,1.3579
3032,1.3682
3033,1.3731
3034,1.3632
3035,1.3634
3036,1.3834
3037,1.3903
3038,1.4081
3039,1.4303
3040,1.4349
3041,1.4640
3042,1.4700
3043,1.4690
3044,1.4731
3045,1.4571
3046,1.4236
3047,1.4502
3048,1.4224
3049,1.4267
3050,1.4151
3051,1.4066
3052,1.3934
3053,1.4094
3054,1.4144
3055,1.4214
3056,1.4247
3057,1.4488
3058,1.4441
3059,1.4516
3060,1.4621
3061,1.4735
3062,1.4771
3063,1.4767
3064,1.4598
3065,1.4767
3066,1.4808
3067,1.4814
3068,1.4734
3069,1.4677
3070,1.4704
3071,1.4729
3072,1.4907
3073,1.4903
3074,1.4907
3075,1.5012
3076,1.5074
3077,1.5471
3078,1.5478
3079,1.5487
3080,1.5566
3081,1.5574
3082,1.5611
3083,1.5589
3084,1.5705
3085,1.5746
3086,1.5734
3087,1.5677
3088,1.5741
3089,1.5919
3090,1.5858
3091,1.5816
3092,1.5849
3093,1.5888
3094,1.5990
3095,1.5847
3096,1.5835
3097,1.5708
3098,1.5715
3099,1.5687
3100,1.5651
3101,1.5671
3102,1.5885
3103,1.5806
3104,1.5775
3105,1.5764
3106,1.5748
3107,1.5731
3108,1.5599
3109,1.5568
3110,1.5521
3111,1.5610
3112,1.5481
3113,1.5493
3114,1.5477
3115,1.5459
3116,1.5336
3117,1.5417
3118,1.5515
3119,1.5526
3120,1.5784
3121,1.5597
3122,1.5402
3123,1.5466
3124,1.5593
3125,1.5521
3126,1.5508
3127,1.5551
3128,1.5656
3129,1.5760
3130,1.5761
3131,1.5742
3132,1.5755
3133,1.5753
3134,1.5639
3135,1.5577
3136,1.5498
3137,1.5474
3138,1.5439
3139,1.5473
3140,1.5430
3141,1.5458
3142,1.5347
3143,1.5430
3144,1.5528
3145,1.5460
3146,1.5458
3148,1.5540
3149,1.5571
3150,1.5628
3151,1.5596
3152,1.5769
3153,1.5940
3154,1.5931
3155,1.5898
3156,1.5780
3157,1.5872
3158,1.5928
3159,1.5828
3160,1.5869
3161,1.5833
3162,1.5875
3163,1.5726
3164,1.5694
3165,1.5693
3166,1.5722
3167,1.5526
3168,1.5632
3169,1.5660
3170,1.5812
3171,1.5796
3172,1.5786
3173,1.5710
3174,1.5569
3177,1.5423
3178,1.5692
3179,1.5771
3180,1.5770
3181,1.5561
3182,1.5577
3183,1.5477
3184,1.5379
3185,1.5340
3186,1.5417
3187,1.5319
3188,1.5196
3189,1.5206
3190,1.5203
3191,1.5167
3192,1.5121
3193,1.5044
3194,1.4874
3195,1.4817
3196,1.4848
3197,1.4736
3198,1.4656
3199,1.4742
3200,1.4636
3201,1.4674
3202,1.4626
3203,1.4586
3204,1.4538
3205,1.4542
3206,1.4513
3207,1.4569
3208,1.4621
3209,1.4688
3210,1.4829
3211,1.4889
3212,1.4870
3213,1.4810
3214,1.4773
3215,1.4755
3216,1.4705
3217,1.4663
3218,1.4574
3219,1.4494
3220,1.4482
3221,1.4674
3222,1.4691
3223,1.4792
3224,1.4886
3225,1.4895
3226,1.4792
3227,1.4662
3228,1.4680
3229,1.4705
3230,1.4723
3231,1.4727
3232,1.4753
3233,1.4688
3235,1.4721
3236,1.4692
3237,1.4516
3240,1.4398
3241,1.4380
3242,1.4349
3243,1.4385
3244,1.4416
3245,1.4393
3246,1.4509
3247,1.4683
3248,1.4675
3249,1.4672
3250,1.4718
3251,1.4649
3252,1.4554
3253,1.4720
3254,1.4741
3255,1.4666
3256,1.4761
3257,1.4738
3258,1.4747
3259,1.4874
3260,1.4845
3261,1.4809
3262,1.4829
3263,1.4814
3264,1.4785
3265,1.4654
3266,1.4651
3267,1.4639
3268,1.4700
3269,1.4607
3270,1.4579
3271,1.4683
3272,1.4666
3273,1.4722
3274,1.4547
3275,1.4488
3276,1.4479
3277,1.4423
3278,1.4447
3279,1.4407
3280,1.4391
3281,1.4384
3282,1.4309
3283,1.4230
3284,1.4254
3285,1.4166
3286,1.4288
3287,1.4299
3288,1.4200
3289,1.4150
3290,1.4226
3291,1.4173
3292,1.4199
3293,1.4146
3294,1.4037
3295,1.4089
3296,1.4136
3297,1.4109
3298,1.4195
3299,1.4165
3300,1.4232
3301,1.4179
3302,1.4180
3303,1.4127
3304,1.4106
3305,1.4113
3306,1.4049
3307,1.4030
3308,1.3975
3309,1.3867
3310,1.3877
3311,1.3860
3312,1.3897
3313,1.3885
3314,1.3824
3315,1.3795
3316,1.3696
3317,1.3669
3318,1.3588
3319,1.3580
3320,1.3632
3321,1.3705
3322,1.3610
3323,1.3631
3324,1.3664
3325,1.3658
3326,1.3615
3327,1.3574
3328,1.3493
3329,1.3508
3330,1.3476
3331,1.3454
3332,1.3405
3333,1.3476
3334,1.3591
3335,1.3651
3336,1.3650
3337,1.3729
3338,1.3794
3339,1.3794
3340,1.3818
3341,1.3694
3342,1.3664
3343,1.3663
3344,1.3707
3345,1.3659
3346,1.3651
3347,1.3722
3348,1.3743
3349,1.3833
3350,1.3821
3351,1.3803
3352,1.3820
3353,1.3779
3354,1.3771
3355,1.3781
3356,1.3782
3357,1.3788
3358,1.3753
3359,1.3666
3360,1.3621
3361,1.3596
3362,1.3640
3363,1.3618
3364,1.3601
3365,1.3588
3366,1.3505
3367,1.3467
3368,1.3438
3369,1.3460
3370,1.3461
3371,1.3441
3372,1.3397
3373,1.3427
3374,1.3403
3375,1.3404
3376,1.3314
3377,1.3304
3378,1.3287
3379,1.3345
3380,1.3355
3381,1.3349
3382,1.3470
3383,1.3513
3384,1.3532
3385,1.3482
3386,1.3436
3387,1.3453
3388,1.3420
3389,1.3509
3390,1.3453
3391,1.3441
3392,1.3448
3393,1.3490
3394,1.3454
3395,1.3444
3396,1.3477
3397,1.3516
3398,1.3574
3399,1.3538
3400,1.3549
3401,1.3486
3402,1.3527
3403,1.3535
3404,1.3558
3405,1.3615
3406,1.3561
3407,1.3613
3408,1.3588
3410,1.3605
3411,1.3643
3412,1.3596
3413,1.3649
3414,1.3582
3415,1.3557
3416,1.3606
3417,1.3601
3418,1.3577
3419,1.3549
3420,1.3550
3421,1.3532
3422,1.3467
3423,1.3418
3424,1.3426
3427,1.3373
3428,1.3352
3429,1.3358
3430,1.3366
3431,1.3318
3432,1.3352
3433,1.3348
3434,1.3347
3435,1.3265
3436,1.3327
3437,1.3351
3438,1.3293
3439,1.3296
3440,1.3303
3441,1.3325
3442,1.3226
3443,1.3183
3444,1.3218
3445,1.3156
3446,1.3155
3447,1.3152
3448,1.3135
3449,1.3100
3450,1.3083
3451,1.3163
3452,1.3225
3453,1.3211
3454,1.3230
3455,1.3160
3456,1.3134
3457,1.3106
3458,1.3145
3459,1.3145
3460,1.3132
3461,1.3119
3462,1.3137
3463,1.3082
3464,1.3022
3465,1.2956
3466,1.3007
3467,1.2991
3468,1.2987
3469,1.2955
3470,1.2925
3471,1.3020
3472,1.3020
3473,1.2954
3474,1.2972
3475,1.2921
3476,1.2901
3477,1.2978
3478,1.3005
3479,1.3040
3480,1.2936
3481,1.2958
3482,1.2922
3483,1.2909
3484,1.2953
3485,1.2941
3486,1.2893
3487,1.2984
3488,1.2988
3489,1.3018
3490,1.3006
3491,1.3084
3492,1.3106
3493,1.3231
3494,1.3270
3496,1.3170
3497,1.3173
3498,1.3159
3501,1.3192
3502,1.3178
3503,1.3203
3504,1.3158
3505,1.3095
3506,1.3106
3507,1.3192
3508,1.3265
3509,1.3244
3510,1.3177
3511,1.3276
3512,1.3297
3513,1.3274
3514,1.3331
3515,1.3309
3516,1.3244
3517,1.3200
3518,1.3157
3519,1.3147
3520,1.3114
3521,1.3078
3522,1.2953
3523,1.2886
3524,1.2814
3525,1.2841
3526,1.2774
3527,1.2804
3528,1.2792
3529,1.2824
3530,1.2830
3531,1.2864
3532,1.2796
3533,1.2776
3534,1.2755
3535,1.2702
3536,1.2760
3537,1.2767
3538,1.2757
3539,1.2696
3540,1.2717
3541,1.2683
3542,1.2653
3543,1.2580
3544,1.2541
3545,1.2556
3546,1.2618
3547,1.2561
3548,1.2543
3549,1.2524
3550,1.2515
3551,1.2550
3552,1.2531
3553,1.2543
3554,1.2538
3555,1.2603
3556,1.2664
3557,1.2721
3558,1.2684
3559,1.2737
3560,1.2685
3561,1.2660
3562,1.2713
3563,1.2684
3564,1.2695
3565,1.2768
3566,1.2817
3567,1.2731
3568,1.2676
3569,1.2654
3570,1.2665
3571,1.2675
3572,1.2723
3573,1.2677
3574,1.2709
3575,1.2713
3576,1.2713
3577,1.2731
3578,1.2793
3579,1.2810
3580,1.2852
3581,1.2817
3582,1.2851
3583,1.2818
3584,1.2808
3585,1.2800
3586,1.2762
3587,1.2831
3588,1.2812
3589,1.2812
3590,1.2919
3591,1.2802
3592,1.2879
3593,1.2793
3594,1.2725
3595,1.2718
3596,1.2775
3597,1.2857
3598,1.2879
3599,1.2839
3600,1.2850
3601,1.2792
3602,1.2781
3603,1.2798
3604,1.2759
3605,1.2767
3606,1.2664
3607,1.2737
3608,1.2587
3609,1.2636
3610,1.2633
3611,1.2680
3612,1.2643
3613,1.2482
3614,1.2531
3615,1.2541
3616,1.2666
3617,1.2692
3618,1.2722
3619,1.2736
3620,1.2752
3621,1.2778
3622,1.2735
3623,1.2794
3624,1.2791
3625,1.2790
3626,1.2713
3627,1.2529
3628,1.2570
3629,1.2567
3630,1.2561
3631,1.2502
3632,1.2582
3633,1.2632
3634,1.2546
3635,1.2591
3636,1.2651
3637,1.2610
3638,1.2563
3639,1.2571
3640,1.2572
3641,1.2659
3642,1.2735
3643,1.2789
3644,1.2847
3645,1.2958
3646,1.2815
3647,1.2736
